title,abstract
STELLAR MASS—GAS-PHASE METALLICITY RELATION AT 0.5 > Z >0.7: A POWER LAW WITH INCREASING SCATTER TOWARD THE LOW-MASS REGIME,"The Astrophysical Journal, 822(2016) 000000. doi:10.3847/0004-637X/822/2/103 "
Adherence to Gluten-Free Diet in Coeliac Paediatric Patients Assessed through a Questionnaire Positively Influences Growth and Quality of Life,"Assessment of adherence to gluten-free diet (GFD) represents the cornerstone in the management of coeliac disease. The primary aim of this study was to assess diet adherence through a questionnaire adapted to children. The secondary aim was to identify influencing factors and outcomes related to diet adherence. In this study, data about diagnosis, education, quality of life (QoL) and anti-transglutaminase (anti-TG2) titers of 160 coeliac children were collected. For the assessment of diet adherence, all participants completed the questionnaire modified from Leffler et al. (2009), while a random sample of 37 also underwent an extensive dietary interview. According to the questionnaire, diet adherence was excellent in 95 (59.4%), fair in 46 (28.8%) and low in 19 (11.9%) patients. Children diagnosed with biopsy showed better adherence than those with a biopsy-sparing approach (p "
Therapeutic Potential of Gnetin C in Prostate Cancer: A Pre-Clinical Study,"Natural stilbenes have gained significant attention in the scientific community owing to their potential anticancer effects against prostate cancer. We recently reported that Gnetin C, a resveratrol (Res) dimer, demonstrated more potent inhibition of metastasis-associated protein 1/v-ets avian erythroblastosis virus E26 oncogene homolog 2 (MTA1/ETS2) axis in prostate cancer cell lines than other stilbenes. In this study, we investigated in vivo antitumor effects of Gnetin C in two doses (50 and 25 mg/kg, i.p.) using PC3M-Luc subcutaneous xenografts and compared these to Res and pterostilbene (Pter). We found that while vehicle-treated mice revealed rapid tumor progression, compounds-treated mice showed noticeable delay in tumor growth. Gnetin C in 50 mg/kg dose demonstrated the most potent tumor inhibitory effects. Gnetin C in 25 mg/kg dose exhibited tumor inhibitory effects comparable with Pter in 50 mg/kg dose. Consistent with the effective antitumor effects, Gnetin C-treated tumors showed reduced mitotic activity and angiogenesis and a significant increase in apoptosis compared to all the other groups. The data suggest that Gnetin C is more potent in slowing tumor progression in prostate cancer xenografts than Res or Pter. Taken together, we demonstrated, for the first time, that Gnetin C is a lead compound among stilbenes for effectively blocking prostate cancer progression in vivo. "
"New Insights into the Binding Features of F508del CFTR Potentiators: A Molecular Docking, Pharmacophore Mapping and QSAR Analysis Approach","Cystic fibrosis (CF) is the autosomal recessive disorder most recurrent in Caucasian populations. To combat this disease, many life-prolonging therapies are required and deeply investigated, including the development of the so-called cystic fibrosis transmembrane conductance regulator (CFTR) modulators, such as correctors and potentiators. Combination therapy with the two series of drugs led to the approval of several multi-drug effective treatments, such as Orkambi, and to the recent promising evaluation of the triple-combination Elexacaftor-Tezacaftor-Ivacaftor. This  scenario enlightened the effectiveness of the multi-drug approach to pave the way for the discovery of novel therapeutic agents to contrast CF. The recent X-crystallographic data about the human CFTR in complex with the well-known potentiator Ivacaftor (VX-770) opened the possibility to apply a computational study aimed to explore the key features involved in the potentiator binding. Herein, we discussed molecular docking studies performed onto the chemotypes so far discussed in the literature as CFTR potentiator, reporting the most relevant interactions responsible for their mechanism of action, involving Van der Waals interactions and – stacking with F236, Y304, F305 and F312, as well as H-bonding F931, Y304, S308 and R933. This kind of positioning will stabilize the effective potentiator at the CFTR channel. These data have been accompanied by pharmacophore analyses, which promoted the design of novel derivatives endowed with a main (hetero)aromatic core connected to proper substituents, featuring H-bonding moieties. A highly predictive quantitative-structure activity relationship (QSAR) model has been developed, giving a cross-validated r2 (r2cv) "
Lactobacilli Expressing Broadly Neutralizing Nanobodies against HIV-1 as Potential Vectors for HIV-1 Prophylaxis?,"In the absence of an active prophylactic vaccine against HIV-1, passively administered, broadly neutralizing antibodies (bnAbs) identified in some chronically infected persons were shown to prevent HIV-1 infection in animal models. However, passive administration of bnAbs may not be suited to prevent sexual HIV-1 transmission in high-risk cohorts, as a continuous high level of active bnAbs may be difficult to achieve at the primary site of sexual transmission, the human vagina with its acidic pH. Therefore, we used Lactobacillus, a natural commensal in the healthy vaginal microbiome, to express bn nanobodies (VHH) against HIV-1 that we reported previously. After demonstrating that recombinant VHHA6 expressed in E. coli was able to protect humanized mice from mucosal infection by HIV-1Bal, we expressed VHHA6 in a soluble or in a cell-wall-anchored form in Lactobacillus rhamnosus DSM14870. This strain is already clinically applied for treatment of bacterial vaginosis. Both forms of VHHA6 neutralized a set of primary epidemiologically relevant HIV-1 strains in vitro. Furthermore, VHHA6 was still active at an acidic pH. Thus, lactobacilli expressing bn VHH potentially represent an attractive vector for the passive immunization of women in cohorts at high risk of HIV-1 transmission. "
Hydrogels and Dentin–Pulp Complex Regeneration: From the Benchtop to Clinical Translation,"Dentin–pulp complex is a term which refers to the dental pulp (DP) surrounded by dentin along its peripheries. Dentin and dental pulp are highly specialized tissues, which can be affected by various insults, primarily by dental caries. Regeneration of the dentin–pulp complex is of paramount importance to regain tooth vitality. The regenerative endodontic procedure (REP) is a relatively current approach, which aims to regenerate the dentin–pulp complex through stimulating the differentiation of resident or transplanted stem/progenitor cells. Hydrogel-based scaffolds are a unique category of three dimensional polymeric networks with high water content. They are hydrophilic, biocompatible, with tunable degradation patterns and mechanical properties, in addition to the ability to be loaded with various bioactive molecules. Furthermore, hydrogels have a considerable degree of flexibility and elasticity, mimicking the cell extracellular matrix (ECM), particularly that of the DP. The current review presents how for dentin–pulp complex regeneration, the application of injectable hydrogels combined with stem/progenitor cells could represent a promising approach. According to the source of the polymeric chain forming the hydrogel, they can be classified into natural, synthetic or hybrid hydrogels, combining natural and synthetic ones. Natural polymers are bioactive, highly biocompatible, and biodegradable by naturally occurring enzymes or via hydrolysis. On the other hand, synthetic polymers offer tunable mechanical properties, thermostability and durability as compared to natural hydrogels. Hybrid hydrogels combine the benefits of synthetic and natural polymers. Hydrogels can be biofunctionalized with cell-binding sequences as arginine–glycine–aspartic acid (RGD), can be used for local delivery of bioactive molecules and cellularized with stem cells for dentin–pulp regeneration. Formulating a hydrogel scaffold material fulfilling the required criteria in regenerative endodontics is still an area of active research, which shows promising potential for replacing conventional endodontic treatments in the near future. "
Effect of Oligosaccharide Degree of Polymerization on the Induction of Xylan-Degrading Enzymes by Fusarium oxysporum f. sp. Lycopersici,"Xylan is one of the most abundant carbohydrates on Earth. Complete degradation of xylan is achieved by the collaborative action of endo–1,4-xylanases and -d-xylosidases and a number of accessories enzymes. In filamentous fungi, the xylanolytic system is controlled through induction and repression. However, the exact mechanism remains unclear. Substrates containing xylan promote the induction of xylanases, which release xylooligosaccharides. These, in turn, induce expression of xylanase-encoding genes. Here, we aimed to determine which xylan degradation products acted as inducers, and whether the size of the released oligomer correlated with its induction strength. To this end, we compared xylanase production by different inducers, such as sophorose, lactose, cellooligosaccharides, and xylooligosaccharides in Fusarium oxysporum f. sp. lycopersici. Results indicate that xylooligosaccharides are more effective than other substrates at inducing endoxylanase and -xylosidases. Moreover, we report a correlation between the degree of xylooligosaccharide polymerization and induction efficiency of each enzyme. Specifically, xylotetraose is the best inducer of endoxylanase, xylohexaose of extracellular -xylosidase, and xylobiose of cell-bound -xylosidase. "
Clinical and Electrophysiological Hints to TMS in De Novo Patients with Parkinson’s Disease and Progressive Supranuclear Palsy,"Background: Transcranial magnetic stimulation (TMS) can non-invasively probe cortical excitability in movement disorders, although clinical significance is still controversial, especially at early stages. We compare single-pulse TMS in two prototypic synucleinopathy and tauopathy—i.e., Parkinson’s disease (PD) and Progressive Supranuclear Palsy (PSP), respectively—to find neurophysiological differences and identify early measures associated with cognitive impairment. Methods: 28 PD and 23 PSP de novo patients were age-matched with 28 healthy controls, all right-handed and drug-free. Amplitude and latency of motor evoked potentials (MEP), central motor conduction time, resting motor threshold (rMT), and cortical silent period (CSP) were recorded through a figure-of-eight coil from the First Dorsal Interosseous muscle (FDI), bilaterally. Results: Mini Mental Examination and Frontal Assessment Battery (FAB) scored worse in PSP; PD had worse FAB than controls. Higher MEP amplitude from right FDI in PD and PSP than controls was found, without difference between them. CSP was bilaterally longer in patients than controls, but similar between patient groups. A positive correlation between FAB and rMT was observed in PSP, bilaterally. Conclusions: Despite the small sample size, PD and PSP might share, at early stage, a similar global electrocortical asset. rMT might detect and possibly predict cognitive deterioration in PSP. "
Risk and Protective Factors of Disordered Eating in Adolescents Based on Gender and Body Mass Index,"The current study aimed to identify potential psychosocial risk and protective factors contributing to eating disorders in adolescents, and observe any differences between genders and Body Mass Index (BMI) categories. A cross-sectional survey was carried out with a total of 2605 (1063 male) adolescents, who were assessed for disordered eating, body-image satisfaction and investment, appearance/weight-related anxiety, situational dysphoria, media influences, self-esteem, and body appreciation. The results revealed that weight/appearance-related anxiety and situational dysphoria were the most significant risk factors for both genders. Pressures from the media posed a significant risk only for males and the internalization of the thin ideal only for females; however, the internalization of the athletic ideal did not pose as a significant risk factor. Compared to gender, these risk factors did not differ based on BMI. Additionally, body appreciation was found to be a robust protective factor (unlike global self-esteem) for both genders, and across all BMI groups. The findings indicate that the most significant risk and protective factors of eating disorders do not differ largely for male and female adolescents or different BMIs. Intervention and prevention programs would therefore benefit from the inclusion of exercises that reduce the constructs of weight/appearance-related anxiety and situational dysphoria, and promote body appreciation. "
Gender Phenotyping of Patients with Obstructive Sleep Apnea Syndrome Using a Network Science Approach,"We defined gender-specific phenotypes for men and women diagnosed with obstructive sleep apnea syndrome (OSAS) based on easy-to-measure anthropometric parameters, using a network science approach. We collected data from 2796 consecutive patients since 2005, from 4 sleep laboratories in Western Romania, recording sleep, breathing, and anthropometric measurements. For both genders, we created specific apnea patient networks defined by patient compatibility relationships in terms of age, body mass index (BMI), neck circumference (NC), blood pressure (BP), and Epworth sleepiness score (ESS). We classified the patients with clustering algorithms, then statistically analyzed the groups/clusters. Our study uncovered eight phenotypes for each gender. We found that all males with OSAS have a large NC, followed by daytime sleepiness and high BP or obesity. Furthermore, all unique female phenotypes have high BP, followed by obesity and sleepiness. We uncovered gender-related differences in terms of associated OSAS parameters. In males, we defined the pattern large NC–sleepiness–high BP as an OSAS predictor, while in women, we found the pattern of high BP–obesity–sleepiness. These insights are useful for increasing awareness, improving diagnosis, and treatment response. "
Mesoporous Carbon of Carbonized Human Urine Waste: A Valuable Heterogeneous Catalyst for Chromene and Xanthene Derivative Synthesis,"Human urine is universal unused waste material that is regularly disposed of by the human body. We, for the first time, presented an economically beneficial, sustainable, and novel route to synthesize mesoporous human urine carbon (HUC)-containing heteroatoms, i.e., C, Na, Cl, N, S, and P, using a human urine waste. The as-synthesized HUC were envisaged for their structural elucidation, morphology evolution, crystal structure, functional bonding, and elemental composition analyses through various sophisticated technologies. The HUC catalyst had a moderately crystalline nature due to the graphitic phase of carbon with a particle size of 20–50 nm, which was successfully used to synthesizing chromenes, 1,8-di-oxo-octahydroxanthenes, and benzypyrazolylcoumarin and biscoumarin derivatives through a one-pot multicomponent reaction with 20 mg of catalyst in EtOH/H2O solvent. This eco-friendly and simple method offers numerous advantages such as easy purification, clean reaction, and excellent yield for organic synthesis. The HUC catalyst can be recycled ten times and reused multiple times after activation without affecting catalytic performance. "
Putative Role of Protein Palmitoylation in Cardiac Lipid-Induced Insulin Resistance,"In the heart, inhibition of the insulin cascade following lipid overload is strongly associated with contractile dysfunction. The translocation of fatty acid transporter CD36 (SR-B2) from intracellular stores to the cell surface is a hallmark event in the lipid-overloaded heart, feeding forward to intracellular lipid accumulation. Yet, the molecular mechanisms by which intracellularly arrived lipids induce insulin resistance is ill-understood. Bioactive lipid metabolites (diacyl-glycerols, ceramides) are contributing factors but fail to correlate with the degree of cardiac insulin resistance in diabetic humans. This leaves room for other lipid-induced mechanisms involved in lipid-induced insulin resistance, including protein palmitoylation. Protein palmitoylation encompasses the reversible covalent attachment of palmitate moieties to cysteine residues and is governed by protein acyl-transferases and thioesterases. The function of palmitoylation is to provide proteins with proper spatiotemporal localization, thereby securing the correct unwinding of signaling pathways. In this review, we provide examples of palmitoylations of individual signaling proteins to discuss the emerging role of protein palmitoylation as a modulator of the insulin signaling cascade. Second, we speculate how protein hyper-palmitoylations (including that of CD36), as they occur during lipid oversupply, may lead to insulin resistance. Finally, we conclude that the protein palmitoylation machinery may offer novel targets to fight lipid-induced cardiomyopathy. "
"Mortality Prediction of the CHA2DS2-VASc Score, the HAS-BLED Score, and Their Combination in Anticoagulated Patients with Atrial Fibrillation","Background and Objectives: Atrial fibrillation (AF) is associated with increased mortality, predictors of which are poorly characterized. We investigated the predictive power of the commonly used CHA2DS2-VASc score (congestive heart failure, hypertension, age  75 years [doubled], diabetes, stroke/transient ischemic attack/thromboembolism [doubled], vascular disease [prior myocardial infarction, peripheral artery disease, or aortic plaque], age 65–75 years, sex category [female]), the HAS-BLED score (hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalized ratio [INR], elderly [age  65 years], drugs/alcohol concomitantly), and their combination for mortality in AF patients. Methods: The PREvention oF thromboembolic events—European Registry in Atrial Fibrillation (PREFER in AF) was a prospective registry including AF patients across seven European countries. We used logistic regression to analyze the relationship between the CHA2DS2-VASc and HAS-BLED scores and outcomes, including mortality, at one year. We evaluated the performance of logistic regression models by discrimination measures (C-index and DeLong test) and calibration measures (Hosmer and Lemeshow goodness-of-fit and integrated discrimination improvement (IDI), with bootstrap techniques for internal validation. Results: In 5209 AF patients with complete information on both scores, average one-year mortality was 3.1%. We found strong gradients between stroke/systemic embolic events (SSE), major bleeding and—specifically—mortality for both CHA2DS2-VASc and HAS-BLED scores, with a similar C-statistic for event prediction. The predictive power of the models with both scores combined, removing overlapping components, was significantly enhanced (p < 0.01) compared to models including either CHA2DS2-VASc or HAS-BLED alone: for mortality, C-statistic: 0.740, compared to 0.707 for CHA2DS2-VASc or 0.646 for HAS-BLED alone. IDI analyses supported the significant improvement for the combined score model compared to separate score models for all outcomes. Conclusions: Both the CHA2DS2-VASc and the HAS-BLED scores predict mortality similarly in patients with AF, and a combination of their components increases prediction significantly. Such combination may be useful for investigational and—possibly—also clinical purposes. "
Comparison of Various Obesity-Related Indices for Identification of Metabolic Syndrome: A Population-Based Study from Taiwan Biobank,"This study aimed to evaluate the performance of 11 obesity-related indices, including body mass index (BMI), waist circumference, waist-to-height ratio, waist–hip ratio, a body shape index, abdominal volume index, body adiposity index, body roundness index, conicity index, visceral adiposity index (VAI), and triglyceride glucose (TyG) index, in identifying metabolic syndrome (MetS) in adults. The information of 5000 participants was obtained from the Taiwan Biobank. Logistic regression analyses were performed to determine the associations between MetS and obesity-related indices with odds ratio (ORs). The predictive performance of the indices to identify MetS was compared using receiver operating characteristic (ROC) curves and areas under curves (AUCs). Multivariate-adjusted logistic regression showed that the ORs for MetS increased across the quartiles of each index. ROC curves analysis demonstrated that TyG index had the greatest AUC in men (AUC "
"Social Media Activities, Emotion Regulation Strategies, and Their Interactions on People’s Mental Health in COVID-19 Pandemic","The COVID-19 pandemic has dramatically changed the general population’s life worldwide. People may spend more time on social media because of policies like “work at home”. Using a cross-sectional dataset collected through an online survey in February 2020, in China, we examined (1) the relationships between social media activities and people’s mental health status and (2) the moderation effect of emotional-regulation strategies. The sample included people aged 18 years from 32 provinces and regions in China (N "
Carbohydrate and Glutamine Supplementation Attenuates the Increase in Rating of Perceived Exertion during Intense Exercise in Hypoxia Similar to 4200 m,"The rating of perceived exertion (RPE) indicates the feeling of fatigue. However, hypoxia worsens the condition and can worsen RPE. We evaluated whether carbohydrate and glutamine supplementation alters RPE and physiological markers in running at 70% peak oxygen uptake until exhaustion in a simulated altitude of 4500 m. Nine volunteers underwent three running tests at 70% peak oxygen uptake until exhaustion: (1) hypoxia and placebo, (2) hypoxia and 8% maltodextrin, and (3) hypoxia after six days of glutamine supplementation (20 g/day) and 8% maltodextrin. The exercise and supplementation were randomized and double-blinded. Lactate, heart rate, haemoglobin O2 saturation (SpO2%), and RPE (6–20 scale) were analyzed at the 15th and 30th min. The level of significance was set at p  0.05. SpO2% decreased at the 15th and 30th minutes compared to resting in placebo, carbohydrate, and glutamine supplementation. RPE increased at the 30th minute compared to the 15th minute in placebo and carbohydrate supplementation; however, there was no difference in the glutamine supplementation condition. Heart rate and lactate increased after the 15th and 30th minutes compared to resting, similar to the three conditions studied. We conclude that previous supplementation with glutamine and carbohydrate during intense exercise in hypoxia similar to 4500 m can attenuate the increase in RPE by the increase in glycemia and can be a useful strategy for people who exercise in these conditions. "
Trimethyllysine: From Carnitine Biosynthesis to Epigenetics,"Trimethyllysine is an important post-translationally modified amino acid with functions in the carnitine biosynthesis and regulation of key epigenetic processes. Protein lysine methyltransferases and demethylases dynamically control protein lysine methylation, with each state of methylation changing the biophysical properties of lysine and the subsequent effect on protein function, in particular histone proteins and their central role in epigenetics. Epigenetic reader domain proteins can distinguish between different lysine methylation states and initiate downstream cellular processes upon recognition. Dysregulation of protein methylation is linked to various diseases, including cancer, inflammation, and genetic disorders. In this review, we cover biomolecular studies on the role of trimethyllysine in carnitine biosynthesis, different enzymatic reactions involved in the synthesis and removal of trimethyllysine, trimethyllysine recognition by reader proteins, and the role of trimethyllysine on the nucleosome assembly. "
Implications of Network Diversity for Venture Growth: The Mediation Effect of Entrepreneurial Alertness,"This paper extends the conventional wisdom of social networks and entrepreneurship by clarifying the relationship between network diversity and venture growth as well as by studying the mediation effect of entrepreneurial alertness on network diversity. It highlights the importance of diverse networks for providing heterogeneous information and resources, which is the antecedent of entrepreneurial alertness. In this paper, Global Entrepreneurship Monitor (GEM) data from 44 countries are used in our analysis, considering the country’s impact. Overall, we concluded that network diversity can significantly predict entrepreneurial alertness, and a venture’s growth. Furthermore, an entrepreneur’s educational level and entrepreneurial experience have positive moderating effects on the relationship between network diversity and entrepreneurial alertness. "
Sensing of Proteins by ICD Response of Iron(II) Clathrochelates Functionalized by Carboxyalkylsulfide Groups,"Recognition of elements of protein tertiary structure is crucial for biotechnological and biomedical tasks; this makes the development of optical sensors for certain protein surface elements important. Herein, we demonstrated the ability of iron(II) clathrochelates (1–3) functionalized with mono-, di- and hexa-carboxyalkylsulfide to induce selective circular dichroism (CD) response upon binding to globular proteins. Thus, inherently CD-silent clathrochelates revealed selective inducing of CD spectra when binding to human serum albumin (HSA) (1, 2), beta-lactoglobuline (2) and bovine serum albumin (BSA) (3). Hence, functionalization of iron(II) clathrochelates with the carboxyalkylsulfide group appears to be a promising tool for the design of CD-probes sensitive to certain surface elements of proteins tertiary structure. Additionally, interaction of 1–3 with proteins was also studied by isothermal titration calorimetry, protein fluorescence quenching, electrospray ionization mass spectrometry (ESI-MS) and computer simulations. Formation of both 1:1 and 1:2 assemblies of HSA with 1–3 was evidenced by ESI-MS. A protein fluorescence quenching study suggests that 3 binds with both BSA and HSA via the sites close to Trp residues. Molecular docking calculations indicate that for both BSA and HSA, binding of 3 to Site I and to an “additional site” is more favorable energetically than binding to Site II. "
HLA-DRB1*07:01 and *08:02 Alleles Confer a Protective Effect Against ACPA-Positive Rheumatoid Arthritis in a Latin American Admixed Population,"HLA-DRB1 shared epitope (SE) alleles are important genetic contributors for the risk of developing anti-citrullinated protein antibodies (ACPA)-positive rheumatoid arthritis (RA), particularly in Caucasians. We aimed to analyze the contribution of HLA-DRB1 alleles and single nucleotide polymorphisms (SNPs) within the major histocompatibility complex (MHC) region to the susceptibility to develop ACPA-positive RA in a Latin American (LA) population with admixed ancestry. A total of 289 ACPA-positive RA patients and 510 controls were enrolled in this study. The presence of HLA-DRB1*04:01, *09:01 and *10:01 was increased in ACPA-positive RA patients compared with healthy controls (p < 0.0001, p < 0.001 and p < 0.01, respectively), whereas DRB1*07:01 and *08:02 was associated with a decreased risk of ACPA-positive RA (p < 0.001 and p < 0.01, respectively). These results showed a strong correlation with estimates from studies in Asians but not in Caucasian populations. The present study describes the protective effects of the HLA-DRB1*07:01 and *08:02 alleles in ACPA-positive RA patients in a LA population for the first time. Identifying relationships between HLA-DRB1 alleles and RA is important for identifying disease associations in different ethnic groups in order to reach a better understanding of RA worldwide. "
Single Cell Detection of the p53 Protein by Mass Cytometry,"Purpose: The p53 protein and its post-translational modifications are distinctly expressed in various normal cell types and malignant cells and are usually detected by immunohistochemistry and flow cytometry in contemporary diagnostics. Here, we describe an approach for simultaneous multiparameter detection of p53, its post-translational modifications and p53 pathway-related signaling proteins in single cells using mass cytometry. Method: We conjugated p53-specific antibodies to metal tags for detection by mass cytometry, allowing the detection of proteins and their post-translational modifications in single cells. We provide an overview of the antibody validation process using relevant biological controls, including cell lines treated in vitro with a stimulus (irradiation) known to induce changes in the expression level of p53. Finally, we present the potential of the method through investigation of primary samples from leukemia patients with distinct TP53 mutational status. Results: The p53 protein can be detected in cell lines and in primary samples by mass cytometry. By combining antibodies for p53-related signaling proteins with a surface marker panel, we show that mass cytometry can be used to decipher the single cell p53 signaling pathway in heterogeneous patient samples. Conclusion: Single cell profiling by mass cytometry allows the investigation of the p53 functionality through examination of relevant downstream signaling proteins in normal and malignant cells. Our work illustrates a novel approach for single cell profiling of p53. "
"Nightmares in Patients with Major Depressive Disorder, Bipolar Disorder, and Psychotic Disorders: A Systematic Review","Chronic nightmares are very common in psychiatric disorders, affecting up to 70% of patients with personality or post-traumatic stress disorders. In other psychiatric disorders, the relationships with nightmares are poorly known. This review aimed to clarify the relationship between nightmares and both mood and psychotic disorders. We performed a systematic literature search using the PubMed, Cochrane Library and PsycINFO databases until December 2019, to identify studies of patients suffering from either a mood disorder or a psychotic disorder associated with nightmares. From the 1145 articles screened, 24 were retained, including 9 studies with patients with mood disorders, 11 studies with patients with psychotic disorders and 4 studies with either psychotic or mood disorders. Nightmares were more frequent in individuals with mood or psychotic disorders than in healthy controls (more than two-fold). Patients with frequent nightmares had higher suicidality scores and had more frequently a history of suicide attempt. The distress associated with nightmares, rather than the frequency of nightmares, was associated with the severity of the psychiatric disorder. Further studies assessing whether nightmare treatment not only improves patient–sleep perception but also improves underlying psychiatric diseases are needed. In conclusion, nightmares are overrepresented in mood and psychotic disorders, with the frequency associated with suicidal behaviors and the distress associated with the psychiatric disorder severity. These findings emphasize major clinical and therapeutic implications. "
Hardware-Based Hopfield Neuromorphic Computing for Fall Detection," With the popularity of smart wearable systems, sensor signal processing poses more challenges to machine learning in embedded scenarios. For example, traditional machine-learning methods for data classification, especially in real time, are computationally intensive. The deployment of Artificial Intelligence algorithms on embedded hardware for fast data classification and accurate fall detection poses a huge challenge in achieving power-efficient embedded systems. Therefore, by exploiting the associative memory feature of Hopfield Neural Network, a hardware module has been designed to simulate the Neural Network algorithm which uses sensor data integration and data classification for recognizing the fall. By adopting the Hebbian learning method for training neural networks, weights of human activity features are obtained and implemented/embedded into the hardware design. Here, the neural network weight of fall activity is achieved through data preprocessing, and then the weight is mapped to the amplification factor setting in the hardware. The designs are checked with validation scenarios, and the experiment is completed with a Hopfield neural network in the analog module. Through simulations, the classification accuracy of the fall data reached 88.9% which compares well with some other results achieved by the software-based machine-learning algorithms, which verify the feasibility of our hardware design. The designed system performs the complex signal calculations of the hardware's feedback signal, replacing the software-based method. A straightforward circuit design is used to meet the weight setting from the Hopfield neural network, which is maximizing the reusability and flexibility of the circuit design.  "
Systematic Study of the Influence of the Angle of Incidence Discretization in Reflectarray Analysis to Improve Support Vector Regression Surrogate Models,"A systematic study concerning the discretization of the angle of incidence in surrogate models obtained with support vector regression (SVR) is presented. The problem addressed in this work arises from the dependence of the reflection coefficients on the angle of incidence. While the direct coefficients are usually stable with the angle of incidence, this is not the case with the cross-coefficients, which translates this behavior to the crosspolar component of the radiation pattern. Then, correctly assessing this influence and minimizing radiation pattern distortion allow training SVR surrogate models per angle of incidence without penalizing accuracy in the prediction of the far field. The results shown in this work are directly relevant to improving the computational performance of SVRs applied to reflectarray design since they allow reducing the dimensionality of the models by generating surrogate models per angle of incidence instead of including the angles of incidence as input variables. In addition, it highlights the importance of a proper discretization of the angles of incidence for a correct prediction of the crosspolar pattern for its subsequent optimization, especially for advanced space applications with tight crosspolar requirements.  "
CATACLYSMIC VARIABLES OBSERVED DURING K2 CAMPAIGNS 0 AND 1,"The Astronomical Journal, 152(2016) 5. doi:10.3847/0004-6256/152/1/5 "
Sensitive Analysis of Idarubicin in Human Urine and Plasma by Liquid Chromatography with Fluorescence Detection: An Application in Drug Monitoring,"A new approach for the sensitive, robust and rapid determination of idarubicin (IDA) in human plasma and urine samples based on liquid chromatography with fluorescence detection (LC-FL) was developed. Satisfactory chromatographic separation of the analyte after solid-phase extraction (SPE) was performed on a Discovery HS C18 analytical column using a mixture of acetonitrile and 0.1% formic acid in water as the mobile phase in isocratic mode. IDA and daunorubicin hydrochloride used as an internal standard (I.S.) were monitored at the excitation and emission wavelengths of 487 and 547 nm, respectively. The method was validated according to the FDA and ICH guidelines. The linearity was confirmed in the range of 0.1–50 ng/mL and 0.25–200 ng/mL, while the limit of detection (LOD) was 0.05 and 0.125 ng/mL in plasma and urine samples, respectively. The developed LC-FL method was successfully applied for drug determinations in human plasma and urine after oral administration of IDA at a dose of 10 mg to a patient with highly advanced alveolar rhabdomyosarcoma (RMA). Moreover, the potential exposure to IDA present in both fluids for healthcare workers and the caregivers of patients has been evaluated. The present LC-FL method can be a useful tool in pharmacokinetic and clinical investigations, in the monitoring of chemotherapy containing IDA, as well as for sensitive and reliable IDA quantitation in biological fluids. "
Hydrophobic Fluorinated Porous Organic Frameworks for Enhanced Adsorption of Nerve Agents,"Humidity in the air can significantly limit the adsorption capacity of porous materials used for the removal of chemical warfare agents (CWAs). Therefore, in this work, we prepared a porous organic material (C-1) and its fluoride derivative (C-1-F) via a Schiff base reaction and determined their structure and morphological properties, hydrophobicity, and adsorption capacity. Compared to the parent C-1 material, both the channel and particle surface of C-1-F were highly hydrophobic, thus stabilizing the fluorinated porous material under various humidity conditions. Dimethyl methyl phosphonate was used as a nerve agent simulant to examine the efficiency of the synthesized porous materials, indicating that C-1-F had a higher adsorption capacity than C-1 under dry conditions. Moreover, unlike C-1, the adsorption capacity of hydrophobic C-1-F was not affected even under a relative humidity of 20%, and it is still able to maintain high adsorption capacity at a relative humidity of 60%, suggesting its high application potential in the removal of CWAs. "
"THE PANCHROMATIC VIEW OF THE MAGELLANIC CLOUDS FROM CLASSICAL CEPHEIDS. I. DISTANCE, REDDENING, AND GEOMETRY OF THE LARGE MAGELLANIC CLOUD DISK","The Astrophysical Journal, 832(2016) 176. doi:10.3847/0004-637X/832/2/176 "
Perfect Impedance Matching with Meta-Surfaces Made of Ultra-Thin Metal Films: A Phenomenological Approach to the Ideal THz Sensors,"The terahertz (THz) frequency range is incredibly important as it covers electromagnetic emissions typical for biological and molecular processes. All molecules emit THz waves in a unique fingerprint pattern, although the intensity of such signals is usually too weak to be detected. To address the efficiency gap in existing THz devices it is extremely important to create surfaces with perfect anti-reflection properties. Although metals are absolutely reflective, here we show both theoretically and experimentally that by constructing meta-surfaces made of a superposition of ultra-thin metallic nano-films (a couple of nanometres thick) and oxide layers a unique property of perfect transmission and impedance matching may be realised. The perfect transmission rates can be as high as 100% and it may be achieved in both optical and THz regimes. The predicted effect has been observed for numerous meta-surfaces of different compositions. The effect found here is expected to impact the renewable energies sectors, optoelectronic and telecommunication industries, accelerating the arrival of the sensors for the new 6G-technology. The phenomenon is highly relevant to all scientific fields where minimising electromagnetic losses through reflection is important. "
"Epigenetic Regulation of the Hippocampus, with Special Reference to Radiation Exposure","The hippocampus is crucial in learning, memory and emotion processing, and is involved in the development of different neurological and neuropsychological disorders. Several epigenetic factors, including DNA methylation, histone modifications and non-coding RNAs, have been shown to regulate the development and function of the hippocampus, and the alteration of epigenetic regulation may play important roles in the development of neurocognitive and neurodegenerative diseases. This review summarizes the epigenetic modifications of various cell types and processes within the hippocampus and their resulting effects on cognition, memory and overall hippocampal function. In addition, the effects of exposure to radiation that may induce a myriad of epigenetic changes in the hippocampus are reviewed. By assessing and evaluating the current literature, we hope to prompt a more thorough understanding of the molecular mechanisms that underlie radiation-induced epigenetic changes, an area which can be further explored. "
